Latitude,Longitude,City,Distributor,Demand
28.02963,79.66778,Miranpur Katra,D1301,119
13.27951,80.25815,Minjur,D1302,94
11.29971,76.93485,Mettupalayam,D1303,118
11.78796,77.8008,Mettur,D1304,84
26.28373,78.98048,Mihona,D1305,84
26.97579,83.10995,Mehndawal,D1306,101
28.61031,79.16997,Milak,D1307,90
26.64859,74.03414,Merta,D1308,118
23.17647,88.09749,Memari,D1309,116
10.03241,78.3393,Melur,D1310,107
11.16806,78.44944,Mettuppalaiyam,D1311,109
17.63359,74.78773,Mhasvad,D1312,94
12.66258,76.64861,Melukote,D1313,103
28.98002,77.70636,Meerut,D1314,95
20.1505,76.56841,Mehekar,D1315,102
18.1334,73.11162,Mhasla,D1316,83
25.87889,83.11611,Mehnagar,D1317,91
21.32112,70.44078,Mendarda,D1318,84
18.04531,78.26078,Medak,D1319,83
22.42114,87.32257,Medinipur,D1320,110
23.49805,73.51352,Meghraj,D1321,88
11.26667,75.91667,Mavoor,D1322,83
25.68312,80.11419,Maudaha,D1323,108
29.10288,77.92199,Mawana,D1324,91
26.42876,80.88008,Mauranwan,D1325,119
30.08333,75.25,Maur,D1326,93
9.25929,76.55642,Mavelikara,D1327,94
11.10354,79.655,Mayiladuthurai,D1328,114
25.94167,83.56111,Mau,D1329,113
24.60998,93.88873,Mayang Imphal,D1330,82
11.93018,75.57152,Mattanur,D1331,116
24.66721,81.87339,Mauganj,D1332,84
14.28894,76.08305,Mayakonda,D1333,120
25.69515,81.92336,Mau Aimma,D1334,102
11.56831,76.64087,Masinigudi,D1335,86
11.32147,79.20245,Mattur,D1336,116
26.26584,78.67108,Mau,D1337,102
27.5035,77.67215,Mathura,D1338,103
18.98281,73.2652,Matheran,D1339,119
25.43594,80.15653,Mataundh,D1340,101
25.60404,82.60379,Mariahu,D1341,82
26.34197,89.21555,Matabhanga,D1342,88
19.30133,76.49735,Manwat,D1343,94
25.35417,85.03195,Masaurhi Buzurg,D1344,98
10.27641,77.16205,Marayur,D1345,82
15.73534,79.26848,Markapur,D1346,86
27.28482,95.66796,Margherita,D1347,114
12.38826,78.00316,Marandahalli,D1348,117
15.38914,73.81491,Mormugao,D1349,118
27.7368,78.56891,Marahra,D1350,116
25.53046,81.37566,Manjhanpur,D1351,86
18.65087,79.66501,Manthani,D1352,101
15.99126,77.05034,Manvi,D1353,118
26.65725,94.31529,Mariani,D1354,111
12.19214,79.94193,Marakkanam,D1355,117
29.98844,75.40167,Mansa,D1356,86
15.59154,73.80898,Mapuca,D1357,105
23.42564,72.65739,Mansa,D1358,85
21.39602,79.2635,Mansar,D1359,94
22.43151,75.62107,Manpur,D1360,114
19.7244,72.90966,Manor,D1361,111
25.97349,84.86796,Marhaura,D1362,115
10.99223,76.46418,Mannarakkat,D1363,102
25.33061,76.50973,Mangrol,D1364,95
24.24,76.80182,Manohar Thana,D1365,87
20.25334,74.43755,Manmad,D1366,81
21.25526,73.30412,Mandvi,D1367,103
10.66626,79.45064,Mannargudi,D1368,103
25.06083,81.09961,Manikpur,D1369,82
27.05189,82.22961,Mankapur,D1370,116
25.33891,87.61998,Manihari,D1371,106
12.71287,74.88857,Manjeshvar,D1372,86
27.29769,75.9495,Manoharpur,D1373,107
20.31379,77.34178,Mangrul Pir,D1374,92
22.37456,85.19234,Manoharpur,D1375,95
25.53347,89.86373,Mankachar,D1376,83
28.7085,75.68296,Mandholi Kalan,D1377,114
13.35,74.78333,Manipal,D1378,117
21.12268,70.11484,Mangrol,D1379,120
19.15988,76.20832,Majalgaon,D1380,95
12.91723,74.85603,Mangalore,D1381,117
29.79094,77.87836,Manglaur,D1382,120
11.12018,76.11996,Manjeri,D1383,111
9.76473,78.64037,Mangalam,D1384,82
25.98546,84.17233,Maniar,D1385,120
12.5223,76.89746,Mandya,D1386,102
16.43083,80.56815,Mangalagiri,D1387,102
25.64602,84.87291,Maner,D1388,104
24.66754,81.54644,Mangawan,D1389,112
18.8683,84.46296,Mandasa,D1390,99
29.48655,78.12732,Mandawar,D1391,99
27.50965,88.52206,Mangan,D1392,116
27.86374,76.54999,Mandawar,D1393,95
22.83282,69.35237,Mandvi,D1394,80
31.71194,76.93273,Mandi,D1395,96
9.27571,79.12362,Mandapam,D1396,97
26.44212,92.03047,Mangaldai,D1397,100
24.07184,75.06986,Mandsaur,D1398,106
22.59879,80.37115,Mandla,D1399,86
22.17598,75.65995,Mandleshwar,D1400,110
16.86254,81.92921,Mandapeta,D1401,89
25.44126,74.56979,Mandal,D1402,100
18.87074,79.42863,Mancheral,D1403,114
19.00436,73.94346,Manchar,D1404,83
10.60772,78.42582,Manapparai,D1405,113
22.23566,75.08917,Manawar,D1406,99
23.28865,71.91854,Mandal,D1407,90
25.19407,75.07215,Mandalgarh,D1408,109
8.14776,77.30552,Manavalakurichi,D1409,114
24.47764,75.14095,Manasa,D1410,116
12.62091,80.19331,Seven Pagodas,D1411,102
9.67318,78.47096,Manamadurai,D1412,83
23.36035,73.46595,Malpur,D1413,117
21.49813,70.13775,Manavadar,D1414,115
13.00322,77.93798,Malur,D1415,116
23.92703,92.48968,Mamit,D1416,101
13.34962,74.70394,Malpe,D1417,82
12.00788,79.09184,Manalurpettai,D1418,89
26.2838,75.36458,Malpura,D1419,93
20.88555,76.19932,Malkapur,D1420,116
16.05981,73.4629,Malvan,D1421,90
32.2574,77.17481,Manali,D1422,118
11.54424,78.14078,Mallur,D1423,100
11.49333,78.03119,Mallasamudram,D1424,108
13.16667,80.26667,Manali,D1425,109
11.98231,78.24796,Mallapuram,D1426,110
18.36428,81.888,Malakanagiri,D1427,82
24.28286,74.99024,Malhargarh,D1428,99
23.78213,86.28767,Malkera,D1429,114
16.91999,73.9347,Malkapur,D1430,84
31.75711,74.95891,Majitha,D1431,119
30.21121,74.4818,Malaut,D1432,88
23.25999,76.14567,Maksi,D1433,98
27.48652,95.43646,Makum,D1434,91
25.56165,91.63602,Mairang,D1435,103
30.5309,75.87949,Maler Kotla,D1436,104
17.2698,73.50031,Makhjan,D1437,91
26.92223,80.71078,Malihabad,D1438,117
26.23218,84.16349,Mairwa,D1439,109
12.38556,77.06045,Malavalli,D1440,115
31.10335,74.99631,Makhu,D1441,84
11.04199,76.08154,Malappuram,D1442,93
27.22857,79.02882,Mainpuri,D1443,94
20.54966,74.53462,Malegaon,D1444,102
27.04361,74.72445,Makrana,D1445,116
17.45739,76.2932,Maindargi,D1446,118
27.04594,76.93152,Mahwah,D1447,100
25.30125,93.13811,Maibong,D1448,96
28.29088,80.3438,Mailani,D1449,88
24.26594,80.76063,Maihar,D1450,80
25.2905,79.87533,Mahoba,D1451,114
22.82082,72.94032,Mahudha,D1452,104
22.82359,72.75551,Mahemdavad,D1453,117
25.18305,93.11342,Mahur,D1454,84
27.66368,80.47371,Maholi,D1455,100
28.26935,76.15253,Mahendragarh,D1456,98
27.29191,81.11775,Mahmudabad,D1457,98
17.59728,80.00207,Mahbubabad,D1458,82
21.10743,82.0948,Mahasamund,D1459,88
23.50114,79.92396,Majholi,D1460,100
11.70172,75.53474,Mahe,D1461,112
24.58624,78.72771,Mahroni,D1462,88
22.17592,75.58715,Maheshwar,D1463,86
22.18616,87.98072,Mahishadal,D1464,120
26.49471,78.61593,Mahgawan,D1465,93
16.3888,75.10873,Mahalingpur,D1466,105
26.56263,88.8204,Mainaguri,D1467,103
16.74385,77.98597,Mahbubnagar,D1468,91
27.14456,83.56214,Maharaganj,D1469,112
24.27419,86.63929,Madhupur,D1470,89
17.91589,82.81578,Madugula,D1471,106
12.51167,79.88485,Madurantakam,D1472,89
22.68944,88.44594,Madhyamgram,D1473,110
28.96912,76.29495,Maham,D1474,100
26.25914,83.11643,Bishunpur Urf Maharajganj,D1475,93
26.11017,84.50365,Maharajgani,D1476,89
12.95706,77.22374,Magadi,D1477,105
10.90568,76.96344,Madukkarai,D1478,83
34.09256,74.59016,Magam,D1479,108
18.08333,73.41667,Mahad,D1480,114
26.38126,81.27436,Maharajganj,D1481,92
26.75586,83.12773,Maghar,D1482,88
17.56,73.4,Mahabaleshwar,D1483,80
26.27522,79.1859,Madhogarh,D1484,110
27.43262,77.74338,Mahaban,D1485,103
9.919,78.11953,Madurai,D1486,104
12.42602,75.7382,Madikeri,D1487,117
10.48098,79.39939,Madukkur,D1488,119
27.11807,80.14058,Madhoganj,D1489,120
13.08784,80.27847,Chennai,D1490,87
24.56401,80.91126,Madhogarh,D1491,97
13.5503,78.50288,Madanapalle,D1492,95
23.00589,88.49168,Madanpur,D1493,111
15.27501,73.95786,Madgaon,D1494,81
26.35367,86.07169,Madhubani,D1495,116
25.68564,82.41106,Machhlishahr,D1496,115
12.58283,77.04294,Maddur,D1497,102
13.66035,77.21239,Maddagiri,D1498,83
25.92127,86.79271,Madhipura,D1499,88
30.91557,76.20016,Machhiwara,D1500,116
16.18747,81.13888,Machilipatnam,D1501,80
16.47635,79.43533,Macherla,D1502,92
27.4,74.91667,Losal,D1503,117
18.75275,73.40575,Lonavla,D1504,90
18.59921,73.92701,Lohogaon,D1505,87
28.42993,75.80779,Loharu,D1506,103
23.12841,73.61043,Lunavada,D1507,84
25.1765,86.0947,Luckeesarai,D1508,85
30.91204,75.85379,Ludhiana,D1509,98
15.46907,74.51906,Londa,D1510,109
24.12767,76.31672,Machalpur,D1511,97
28.75143,77.29023,Loni,D1512,94
22.89247,92.74218,Lunglei,D1513,81
26.83928,80.92313,Lucknow,D1514,107
19.98533,76.52046,Lonar,D1515,113
22.27434,81.70181,Lormi,D1516,117
23.43305,84.67992,Lohardaga,D1517,115
21.58235,78.85911,Lodhikheda,D1518,84
20.1427,74.23946,Lasalgaon,D1519,80
18.39721,76.56784,Latur,D1520,102
24.05979,77.40858,Leteri,D1521,106
22.56507,71.81076,Limbdi,D1522,119
26.20394,83.96906,Lar,D1523,112
21.7231,71.38843,Lathi,D1524,90
29.40356,80.08965,Lohaghat,D1525,110
30.19393,75.68089,Laungowal,D1526,119
29.84183,78.68014,Lansdowne,D1527,95
34.16504,77.58402,Leh,D1528,113
23.74423,84.49984,Latehar,D1529,88
29.11091,77.77767,Lawar Khas,D1530,96
16.86086,73.54993,Lanja,D1531,114
16.15876,76.52174,Lingsugur,D1532,87
26.55951,76.32915,Lalsot,D1533,89
10.87419,78.81935,Lalgudi,D1534,98
24.69007,78.41915,Lalitpur,D1535,116
24.42244,88.25238,Lalgola,D1536,109
22.19073,69.96351,Lalpur,D1537,119
15.12689,75.46935,Lakshmeshwar,D1538,95
18.86667,79.21667,Lakshettipet,D1539,103
26.64822,79.1477,Lakhna,D1540,85
9.71667,76.7,Lalam,D1541,81
24.79281,93.0091,Lakhipur,D1542,94
8.9303,77.26951,Kuttalam,D1543,86
27.70827,80.90256,Laharpur,D1544,98
29.7587,78.04148,Laksar,D1545,83
25.67237,76.17692,Lakheri,D1546,81
27.82294,75.02754,Lachhmangarh Sikar,D1547,95
26.19401,78.94137,Lahar,D1548,114
25.86894,85.17394,Lalganj,D1549,82
25.93182,81.70478,Lalganj,D1550,81
26.03001,90.30611,Lakhipur,D1551,103
32.5717,77.02448,Kyelang,D1552,100
22.85683,71.78844,Lakhtar,D1553,111
23.66667,86.66667,Lakhyabad,D1554,101
22.60049,79.60094,Lakhnadon,D1555,88
27.65312,74.39993,Ladnun,D1556,100
29.9935,77.04563,Ladwa,D1557,94
24.55418,92.61592,Lala,D1558,106
23.19899,74.45074,Kushalgarh,D1559,86
8.31792,77.19192,Kuzhithurai,D1560,110
21.6241,69.98494,Kutiyana,D1561,118
27.94822,80.77935,Lakhimpur,D1562,107
10.7199,79.5157,Koothanallur,D1563,117
10.15033,76.73544,Kuttampuzha,D1564,102
16.68317,74.58892,Kurandvad,D1565,85
12.45795,75.95904,Kushalnagar,D1566,84
18.09339,75.41567,Kurduvadi,D1567,98
17.19321,77.35772,Kurgunta,D1568,105
11.55028,79.59066,Kurinjippadi,D1569,117
28.68304,78.78559,Kundarkhi,D1570,120
20.83073,81.72212,Kurud,D1571,94
15.75623,76.19112,Kushtagi,D1572,103
15.82887,78.03602,Kurnool,D1573,102
10.64667,76.06695,Kunnamkulam,D1574,119
15.25612,75.24735,Kundgol,D1575,91
27.31657,77.37079,Kumher,D1576,106
23.73166,86.84372,Kulti,D1577,117
21.34222,71.30633,Kundla,D1578,92
11.30459,75.87772,Kunnamangalam,D1579,80
21.26667,81.51667,Kumhari,D1580,80
12.34782,78.51046,Kunnattur,D1581,106
9.8,76.33333,Kutiatodu,D1582,117
12.74931,78.34189,Kuppam,D1583,111
25.98046,79.98984,Kurara,D1584,100
13.02319,77.02518,Kunigal,D1585,85
14.05455,75.39992,Kumsi,D1586,89
10.96209,79.39124,Kumbakonam,D1587,110
10.48936,77.3499,Kumaralingam,D1588,98
22.20677,74.75788,Kukshi,D1589,95
14.42853,74.4189,Kumta,D1590,102
31.95835,77.10823,Kulu,D1591,83
10.93487,78.41251,Kulittalai,D1592,80
25.32007,79.63931,Kulpahar,D1593,92
17.48486,78.41376,Kukatpalli,D1594,98
24.37338,77.04841,Kumbhraj,D1595,108
9.0032,78.1928,Kulattur,D1596,114
25.71702,81.51396,Kunda,D1597,107
23.72536,85.51023,Kuju,D1598,115
33.64456,75.01923,Kulgam,D1599,82
14.905,76.38527,Kudligi,D1600,117
16.01148,73.68867,Kudal,D1601,101
16.62784,74.85408,Kudachi,D1602,83
23.40576,88.49073,Krishnanagar,D1603,84
26.98747,73.97108,Kuchera,D1604,80
27.14745,74.85655,Kuchaman,D1605,100
22.26675,86.17385,Kuchaiburi,D1606,108
12.66621,76.4877,Krishnarajpet,D1607,96
17.4,73.76667,Koynanagar,D1608,85
33.07246,75.28727,Kud,D1609,107
32.25,76.03333,Kotla,D1610,105
11.24802,75.7804,Kozhikode,D1611,114
14.82442,76.22005,Kotturu,D1612,92
12.51921,78.21382,Krishnagiri,D1613,89
23.20383,81.97904,Kotma,D1614,92
8.36667,76.99667,Kovalam,D1615,80
9.58692,76.52132,Kottayam,D1616,116
29.74612,78.52219,Kotdwara,D1617,92
25.0308,81.31908,Kotwa,D1618,93
9.17167,77.86989,Kovilpatti,D1619,101
10.10956,78.7956,Kottaiyur,D1620,119
27.70207,76.19911,Kotputli,D1621,114
14.5005,79.98518,Kovur,D1622,118
10.06435,76.62843,Kotamangalam,D1623,117
17.0162,81.72934,Kovvur,D1624,81
18.49543,79.0943,Kottapalli,D1625,84
31.11728,77.53936,Kotkhai,D1626,104
24.44643,83.13063,Kota,D1627,98
17.55106,80.61779,Kottagudem,D1628,107
25.18254,75.83907,Kota,D1629,81
30.94659,75.1378,Kot Isa Khan,D1630,92
24.69802,80.98073,Kotar,D1631,82
24.7526,80.77751,Kothi,D1632,98
15.8551,77.24463,Kosigi,D1633,81
24.11774,78.04007,Korwai,D1634,103
25.8077,79.30909,Kotra,D1635,120
19.14256,82.32536,Kotaparh,D1636,97
19.35176,79.48323,Kothapet,D1637,88
11.42072,76.86035,Kotagiri,D1638,95
22.3458,82.69633,Korba,D1639,112
16.61989,80.54244,Kondapalle,D1640,80
19.88239,74.47605,Kopargaon,D1641,84
21.46202,72.95842,Kosamba,D1642,81
22.29507,82.02366,Kota,D1643,95
15.34522,76.15478,Koppal,D1644,82
13.522,77.2373,Koratagere,D1645,82
27.79449,77.4368,Kosi,D1646,107
18.64573,74.05909,Koregaon,D1647,107
21.24758,79.10575,Koradi,D1648,80
18.81199,82.71048,Koraput,D1649,119
16.5,81.25,Korukollu,D1650,117
10.77019,79.49158,Koradachcheri,D1651,100
22.70508,88.34446,Konnagar,D1652,103
18.82154,78.71186,Koratla,D1653,111
13.53044,75.36329,Koppa,D1654,83
16.20138,74.74886,Konnur,D1655,107
25.99451,79.15127,Konch,D1656,111
8.77506,78.09158,Korampallam,D1657,99
19.59083,81.664,Kondagaon,D1658,112
18.80727,77.77031,Kondalwadi,D1659,118
12.63016,76.05037,Konanur,D1660,83
25.21928,77.61167,Kolaras,D1661,100
19.89021,86.09761,Konarka,D1662,93
12.15449,77.11051,Kollegal,D1663,110
11.57105,77.9004,Konganapuram,D1664,105
26.01923,83.5663,Kopaganj,D1665,91
13.13768,78.12999,Kolar,D1666,99
8.17938,77.25818,Colachel,D1667,102
16.69563,74.23167,Kolhapur,D1668,118
25.67467,94.11099,Kohima,D1669,117
9.84745,77.29603,Kombai,D1670,99
24.22388,92.67869,Kolasib,D1671,111
12.80087,75.88662,Kodlipet,D1672,106
11.07751,77.88363,Kodumudi,D1673,88
19.62425,84.94075,Kodala,D1674,109
24.46753,85.59397,Kodarma,D1675,102
25.58055,84.79751,Koelwar,D1676,105
10.30067,76.33763,Kizhake Chalakudi,D1677,87
27.02487,79.262,Kishni,D1678,104
22.08333,85.35,Kiri Buru,D1679,114
28.86684,77.93861,Kithor,D1680,85
20.79393,70.70216,Kodinar,D1681,82
10.23263,76.19513,Kodungallur,D1682,92
26.40107,90.27286,Kokrajhar,D1683,109
13.72136,77.38629,Kodigenahalli,D1684,115
16.87639,74.1909,Kodoli,D1685,83
16.45392,80.61046,Kolanukonda,D1686,87
27.13768,77.78516,Kiraoli,D1687,105
27.81889,76.72972,Kishangarh,D1688,108
26.32539,89.44508,Koch Bihar,D1689,91
10.23925,77.48932,Kodaikanal,D1690,100
16.9985,79.9656,Kodar,D1691,118
10.56988,78.78682,Kiranur,D1692,114
26.59006,74.85397,Kishangarh,D1693,94
25.64232,81.0227,Kishanpur,D1694,109
21.74356,84.34848,Kuchinda,D1695,111
26.10224,87.95534,Kishanganj,D1696,91
33.31346,75.76726,Kishtwar,D1697,111
25.32643,84.25983,Koath,D1698,117
25.63745,82.91596,Kirakat,D1699,120
10.59395,77.50315,Kiranur,D1700,117
29.50671,78.20613,Kiratpur,D1701,94
19.62557,78.1987,Kinwat,D1702,108
10.76721,79.74186,Kilvelur,D1703,103
28.20307,80.27046,Khutar,D1704,117
20.00671,75.19245,Khuldabad,D1705,109
20.18268,85.61629,Khurda,D1706,96
28.25382,77.85535,Khurja,D1707,106
25.48174,85.38492,Khusropur,D1708,116
27.01667,95.56667,Khonsa,D1709,87
28.91154,79.52009,Kichha,D1710,104
23.07602,85.27818,Khunti,D1711,91
24.04372,78.33014,Khurai,D1712,100
23.78597,76.61773,Khujner,D1713,107
23.37807,93.12797,Khawhai,D1714,98
22.16732,76.86137,Khirkiyan,D1715,108
28.14607,79.71472,Khudaganj,D1716,105
24.07964,91.59972,Khowai,D1717,92
23.88534,72.61869,Kheralu,D1718,93
24.03943,76.578,Khilchipur,D1719,106
22.75218,72.68533,Kheda,D1720,108
27.90354,80.79754,Kheri,D1721,110
24.0299,73.04632,Khedbrahma,D1722,101
28.86586,77.2841,Khekra,D1723,86
18.78562,73.34589,Khopoli,D1724,92
28.00069,75.78644,Khetri,D1725,94
17.71888,73.39693,Khed,D1726,88
18.33811,73.84677,Khed,D1727,102
31.14443,74.55938,Khem Karan,D1728,85
28.92134,79.97075,Khatima,D1729,114
22.97617,86.85462,Khatra,D1730,103
21.67124,74.58535,Khetia,D1731,101
29.27844,77.73302,Khatauli,D1732,95
22.59573,76.9133,Khategaon,D1733,102
21.98953,83.10476,Kharsia,D1734,84
28.8787,76.91069,Kharkhauda,D1735,84
32.6027,74.80918,Khaur,D1736,98
25.54277,79.81235,Kharela,D1737,100
28.83644,77.74159,Kharkhauda,D1738,115
30.74632,76.64689,Kharar,D1739,113
20.28845,82.7606,Kharhial,D1740,118
26.51839,92.14722,Kharupatia,D1741,100
21.82292,75.61394,Khargone,D1742,86
24.823,79.144,Khargapur,D1743,116
22.79093,85.83102,Kharsawan,D1744,118
21.7442,82.5788,Kharod,D1745,83
27.37611,81.9882,Khargupur,D1746,112
22.71861,88.37806,Khardah,D1747,111
24.73241,76.39601,Khanpur,D1748,115
21.42243,78.98168,Khapa,D1749,118
30.70547,76.22196,Khanna,D1750,85
22.72211,87.67824,Kharar,D1751,114
17.24767,80.14368,Khammam,D1752,95
18.43997,73.77545,Kharakvasla,D1753,111
25.12446,86.55578,Kharagpur,D1754,111
21.82427,76.35086,Khandwa,D1755,116
15.63969,74.50847,Khanapur,D1756,112
28.53446,78.06546,Khanpur,D1757,98
22.33971,87.32501,Kharagpur,D1758,120
20.70738,76.56827,Khamgaon,D1759,89
26.94269,77.8189,Khairagarh,D1760,100
22.20685,69.65031,Khambhaliya,D1761,86
27.60499,75.502,Khandela,D1762,114
27.52698,80.75461,Khairabad,D1763,92
25.57898,85.04564,Khagaul,D1764,107
20.976,82.25116,Khamharia,D1765,84
30.81725,76.35478,Khamanon Kalan,D1766,109
23.22558,79.88007,Khamaria,D1767,98
22.31744,72.61916,Khambhat,D1768,100
19.60908,85.08609,Khallikot,D1769,84
21.41859,80.97942,Khairagarh,D1770,91
23.42322,75.28185,Khachrod,D1771,118
26.77268,83.07179,Khalilabad,D1772,113
24.84809,79.93351,Khajuraho Group of Monuments,D1773,93
25.29275,75.93948,Keshorai Patan,D1774,119
25.5022,86.46708,Khagaria,D1775,118
20.18778,83.21949,Kesinga,D1776,107
27.18333,83.88333,Khada,D1777,95
22.00853,81.23148,Kawardha,D1778,86
25.34127,78.53133,Khailar,D1779,95
27.94195,77.84243,Khair,D1780,93
25.77215,81.10393,Khaga,D1781,80
23.77574,86.37609,Kenduadih,D1782,100
25.97132,75.14992,Kekri,D1783,110
18.5635,73.85205,Khadki,D1784,111
28.80673,79.2048,Kemri,D1785,85
22.09282,74.05078,Kawant,D1786,113
12.42186,78.2188,Kaveripatnam,D1787,87
20.50166,86.42227,Kendraparha,D1788,96
16.01384,75.54631,Kerur,D1789,103
30.72016,79.06831,Kedarnath,D1790,92
12.60307,77.85193,Kelamangalam,D1791,93
10.99385,78.21929,Kattupputtur,D1792,100
23.1959,86.51499,Kenda,D1793,111
21.30328,70.24861,Keshod,D1795,95
8.57143,78.11992,Kayalpattinam,D1796,83
8.94834,77.77424,Kayattar,D1797,89
9.18173,76.50093,Kayankulam,D1798,115
14.9163,79.99449,Kavali,D1799,87
13.21667,80.31667,Kattivakkam,D1800,86
15.28829,75.9433,Kavalur,D1801,116
9.17614,76.56325,Kattanam,D1802,98
21.05869,71.79457,Katpur,D1803,89
21.27388,78.5858,Katol,D1804,91
17.96137,75.88895,Kati,D1805,104
27.50871,82.02636,Katra,D1806,106
12.96951,79.14552,Katpadi,D1807,86
32.99167,74.93195,Katra,D1808,114
21.77369,79.80513,Katangi,D1809,113
32.36941,75.52539,Kathua,D1810,106
21.28854,72.9407,Kathor,D1811,115
23.79752,86.29834,Katras,D1812,112
29.21399,78.95693,Kashipur,D1813,104
27.80882,78.64579,Kasganj,D1814,116
22.50247,82.54279,Katghora,D1815,94
23.64558,88.13258,Katoya,D1816,89
23.44124,79.79621,Katangi,D1817,84
22.12745,75.61101,Kasrawad,D1818,106
25.53852,87.57044,Katihar,D1819,118
14.81361,74.12972,Karwar,D1820,86
18.4077,75.19386,Karmala,D1821,104
30.89856,76.96587,Kasauli,D1822,107
18.9107,73.32354,Karjat,D1823,120
24.86919,92.35543,Karimganj,D1824,117
23.97594,88.61917,Karimpur,D1825,94
10.95771,78.08095,Karur,D1826,111
18.43915,79.12856,Karimnagar,D1827,80
13.21428,74.99234,Karkala,D1828,105
12.70203,80.0911,Karumbakkam,D1829,107
9.67505,78.09992,Kariapatti,D1830,91
26.88251,88.27729,Karsiyang,D1831,104
20.48273,77.48857,Karanja,D1832,113
12.49838,74.98959,Kasaragod,D1833,97
31.44268,75.49847,Kartarpur,D1834,100
34.55765,76.12622,Kargil,D1835,114
28.65136,77.19072,Karol Bagh,D1836,85
29.69197,76.98448,Karnal,D1837,94
27.00089,78.93935,Karhal,D1838,101
23.94891,78.86584,Karrapur,D1839,108
25.45815,78.13583,Karera,D1840,98
22.91533,79.06378,Kareli,D1841,102
10.91667,79.83333,Karaikal,D1842,120
17.28937,74.18183,Karad,D1843,110
25.40529,76.07431,Kapren,D1844,97
26.49831,77.02755,Karauli,D1845,107
10.45866,79.14101,Karambakkudi,D1846,83
10.06615,78.76784,Karaikkudi,D1847,104
23.02302,73.07113,Kapadvanj,D1848,115
22.54243,72.90392,Karamsad,D1849,100
25.45241,81.42675,Karari,D1850,113
31.38011,75.38105,Kapurthala,D1851,114
11.24058,76.96009,Karamadai,D1852,98
24.08932,72.39354,Kanodar,D1853,110
16.4353,80.76715,Kankipadu,D1854,99
29.05939,78.62951,Kanth,D1855,118
26.9264,83.71334,Captainganj,D1856,83
24.43437,74.26546,Kanor,D1857,85
27.81049,79.79185,Kant,D1858,107
11.8445,75.66266,Kannavam,D1859,110
26.46523,80.34975,Kanpur,D1860,107
15.02698,74.04617,Kankon,D1861,89
20.36152,85.19212,Kantilo,D1862,91
27.05524,79.9188,Kannauj,D1863,117
22.66764,76.74286,Kannod,D1864,101
20.46709,82.92042,Kantabanji,D1865,99
12.30814,75.10632,Kannangad,D1866,89
8.09008,77.53841,Kanniyakumari,D1867,99
11.00599,77.5609,Kangayam,D1868,111
20.25684,75.13786,Kannad,D1869,107
9.40732,78.37337,Kamuthi,D1870,91
23.95946,88.04018,Kandi,D1871,86
20.27193,81.49177,Kanker,D1872,106
12.83515,79.70006,Kanchipuram,D1873,99
32.09135,76.26267,Kangar,D1874,94
23.43478,85.32059,Kanke,D1875,94
27.61268,79.27687,Kampil,D1876,84
29.32104,77.27101,Kandhla,D1877,88
22.8517,86.05192,Kandra,D1878,91
15.40626,76.60013,Kampli,D1879,95
15.21542,79.9039,Kandukur,D1880,109
16.26609,73.71217,Kankauli,D1881,115
15.40555,79.50694,Kanigiri,D1882,85
9.73647,77.2847,Cumbum,D1883,103
12.54654,77.42005,Kankanhalli,D1884,83
23.03333,70.21667,Kandla,D1885,89
10.17209,78.77935,Kanadukattan,D1886,105
21.4203,79.27663,Kandri,D1887,81
21.21615,79.1973,Kamthi,D1888,82
19.2437,73.13554,Kalyan,D1889,113
20.93385,85.54489,Kamakhyanagar,D1890,88
18.9802,73.12708,Kalundri,D1891,89
9.14941,77.70569,Kalugumalai,D1892,84
18.32001,78.34177,Kamareddi,D1893,88
11.60871,76.08343,Kalpatta,D1894,89
27.65791,77.26908,Kaman,D1895,97
22.67111,88.37472,Kamarhati,D1896,97
14.5983,78.66948,Kamalapuram,D1897,113
27.26181,79.63134,Kamalganj,D1898,93
24.19593,91.83438,Kamalpur,D1899,108
26.11667,79.73333,Kalpi,D1900,88
22.98333,88.48333,Kalyani,D1901,93
21.23219,78.91988,Kalmeshwar,D1902,113
22.61662,86.2881,Kalikapur,D1903,113
30.83982,76.94065,Kalka,D1904,82
19.04437,73.95554,Kalamb,D1905,90
8.5138,77.54944,Kalakkadu,D1906,99
12.77029,79.41999,Kalavai,D1907,109
9.71667,77.86667,Kallupatti,D1908,102
20.72115,84.53514,Kaintragarh,D1909,93
11.7404,78.959,Kallakkurichchi,D1910,116
18.17241,74.79045,Kalas,D1911,99
22.60777,73.46272,Kalol,D1912,89
25.63442,88.32665,Kaliyaganj,D1913,93
32.01227,75.15063,Kalanaur,D1914,105
28.82823,76.3955,Kalanaur,D1915,87
29.83573,74.9717,Kalanwali,D1916,83
28.33093,76.31099,Kanina Khas,D1917,117
15.18315,74.97099,Kalghatgi,D1918,104
23.21944,88.36295,Kalna,D1919,81
27.07059,88.47529,Kalimpong,D1920,107
27.55441,79.33525,Kaimganj,D1921,97
8.68591,77.46592,Kallidaikurichi,D1922,88
28.62019,80.08152,Kalinagar,D1923,86
29.4778,78.78449,Kalagarh Project Colony,D1924,114
16.96036,82.23809,Kakinada,D1925,108
19.67386,77.31149,Kalamnuri,D1926,95
22.20789,70.38343,Kalavad,D1927,83
29.28351,79.351,Kaladhungi,D1928,119
24.4982,93.98126,Kakching,D1929,106
22.3393,87.22637,Kalaikunda,D1930,106
